a.accountNumber,a.pagerank,a.degree,a.in_degree,a.out_degree,a.betweenness,a.community_id,a.community_size,a.triangle_count,a.cycle_count,a.intermediate_accounts,a.is_fraud,a.fraud_score
ACC07584,0.8304353464968962,14.0,3.0,14.0,40286.042960552826,6200,433,0,0,1,1,0.6197079583553908
ACC03930,0.7620370882314025,14.0,3.0,14.0,62837.6199279397,6870,959,0,0,1,1,0.6197079583553908
ACC04004,0.5016015715081664,14.0,3.0,14.0,56372.86523034272,8492,679,0,0,1,1,0.6197079583553908
ACC04393,0.5558820034459013,14.0,3.0,14.0,71135.2041743007,5077,376,0,0,1,1,0.6197079583553908
ACC09467,0.8700937951246587,17.0,7.0,17.0,98191.15456091349,3668,708,0,0,1,1,0.6191690971209534
ACC05678,1.0039558881396713,18.0,9.0,18.0,118940.30546943804,6870,959,0,0,1,1,0.6183358023776897
ACC05169,1.1833938882616253,6.0,12.0,6.0,89734.15699887554,8492,679,1,2,1,1,0.6183259263374257
ACC09650,1.3780749728596393,6.0,12.0,6.0,81944.53545502803,6870,959,1,2,1,1,0.6183259263374257
ACC09472,0.29650697827495975,11.0,1.0,11.0,24407.1841661474,5073,591,0,0,1,1,0.615834722106491
ACC05300,0.21468031489255623,11.0,1.0,11.0,6053.162813034992,1453,312,0,0,1,1,0.615834722106491
ACC02113,0.20938290195609743,11.0,1.0,11.0,6527.916431247717,6870,959,0,0,1,1,0.615834722106491
ACC03274,0.22029280822327557,11.0,1.0,11.0,30129.264973324276,5018,678,0,0,1,1,0.615834722106491
ACC03795,0.16698637099422614,11.0,1.0,11.0,4016.4699331814404,3568,865,0,0,1,1,0.615834722106491
ACC01192,0.2780994439152549,11.0,1.0,11.0,17389.44512612006,5073,591,0,0,1,1,0.615834722106491
ACC01226,0.31488896871285843,11.0,1.0,11.0,26903.08706205977,6870,959,0,0,1,1,0.615834722106491
ACC09563,0.6169263786710302,8.0,3.0,8.0,51751.119589085116,6200,433,2,1,1,1,0.6154595036814835
ACC05465,0.6209421844167888,16.0,6.0,16.0,55461.53464504528,8946,401,0,0,1,1,0.6154570246806963
ACC00785,0.4996163410077578,16.0,6.0,16.0,97621.92164630716,5073,591,0,0,1,1,0.6154570246806963
ACC07880,0.6209122227544421,15.0,6.0,15.0,97270.87095086508,8492,679,1,0,1,1,0.6153598638160088
ACC06712,1.2072642203758508,15.0,6.0,15.0,80671.16960158461,3038,126,1,0,1,1,0.6153598638160088
ACC09434,1.4572201116885548,17.0,8.0,17.0,172863.834126259,1453,312,0,0,1,1,0.6135025598976042
ACC07615,1.1564938673698768,17.0,8.0,17.0,144129.4170192688,4657,406,0,0,1,1,0.6135025598976042
ACC07763,0.7041073266267185,9.0,8.0,9.0,73463.19821379817,3038,126,1,2,1,1,0.613387888947709
ACC01263,0.9526016852063333,16.0,8.0,16.0,142201.8201922899,8492,679,1,0,1,1,0.6133361109953752
ACC04999,0.4838749089159049,16.0,8.0,16.0,70580.18249807492,4657,406,1,0,1,1,0.6133361109953752
ACC05087,0.8788697236805593,15.0,5.0,15.0,70822.21173182668,8492,679,0,0,1,1,0.6125024998750063
ACC00103,0.6293657853101611,15.0,5.0,15.0,72462.74767186324,9101,344,0,0,1,1,0.6125024998750063
ACC08251,0.7522172694255141,15.0,5.0,15.0,109017.68778498916,6870,959,0,0,1,1,0.6125024998750063
ACC08433,0.6676640058649771,15.0,5.0,15.0,113322.91568260486,3668,708,0,0,1,1,0.6125024998750063
ACC05978,0.599556172389696,15.0,5.0,15.0,61414.427321717645,4657,406,0,0,1,1,0.6125024998750063
ACC09485,0.48318091072621827,15.0,5.0,15.0,49983.33479262265,7356,726,0,0,1,1,0.6125024998750063
ACC02728,1.207005367461537,15.0,5.0,15.0,101953.94310422048,6870,959,0,0,1,1,0.6125024998750063
ACC01815,0.8205464559268366,3.0,7.0,3.0,44151.033835999544,6803,545,2,2,1,1,0.61248600139986
ACC01405,0.5292188423400567,14.0,5.0,14.0,67608.81950086249,5018,678,1,0,1,1,0.6123711909899479
ACC08860,0.3111656120370679,11.0,2.0,11.0,30490.632195489008,3792,232,1,0,1,1,0.6117331359126221
ACC08009,0.2708689012174077,11.0,2.0,11.0,15656.010204460945,9101,344,1,0,1,1,0.6117331359126221
ACC05178,0.3237863966457904,11.0,2.0,11.0,18920.03014910912,6870,959,1,0,1,1,0.6117331359126221
ACC06135,0.21507260868762834,12.0,2.0,12.0,10651.17051993939,5077,376,0,0,1,1,0.6114306120991357
ACC08661,0.570192588699412,12.0,2.0,12.0,29646.04624692375,4657,406,0,0,1,1,0.6114306120991357
ACC08841,0.3383543639336956,12.0,2.0,12.0,50192.87819214104,6803,545,0,0,1,1,0.6114306120991357
ACC06285,0.2725387189901857,12.0,2.0,12.0,43991.73920423434,3568,865,0,0,1,1,0.6114306120991357
ACC04153,0.2789463445220522,12.0,2.0,12.0,31405.168908815587,3568,865,0,0,1,1,0.6114306120991357
ACC04785,0.348202858378041,12.0,2.0,12.0,21378.348700161132,4657,406,0,0,1,1,0.6114306120991357
ACC01338,0.3645326967147027,12.0,2.0,12.0,13939.429132489027,1773,90,0,0,1,1,0.6114306120991357
ACC07960,0.35244268198762424,12.0,2.0,12.0,28874.24724897485,8946,401,0,0,1,1,0.6114306120991357
ACC03932,0.5751134605155278,12.0,2.0,12.0,29187.335799791326,6870,959,0,0,1,1,0.6114306120991357
ACC08477,1.7750361597424649,19.0,13.0,19.0,258267.41161731517,8946,401,0,0,1,1,0.6112525389831567
ACC03443,0.7318714623089245,14.0,4.0,14.0,75039.46923566172,6870,959,0,0,1,1,0.6105580245541914
ACC04724,0.8013627884460183,14.0,4.0,14.0,100548.77882637041,6803,545,0,0,1,1,0.6105580245541914
ACC00942,0.3846336914015909,14.0,4.0,14.0,31908.969574397408,3568,865,0,0,1,1,0.6105580245541914
ACC01179,0.9445822245440668,14.0,4.0,14.0,72278.68257481752,5826,257,0,0,1,1,0.6105580245541914
ACC08265,0.551936727245093,13.0,4.0,13.0,77428.20206416617,5018,678,1,0,1,1,0.6104439444738545
ACC00121,0.6086808668824853,13.0,4.0,13.0,53505.82689387706,7356,726,1,0,1,1,0.6104439444738545
ACC02513,0.3942047511484539,12.0,3.0,12.0,41738.31937814268,3792,232,1,0,1,1,0.6100026664889007
ACC03849,0.4370966167674729,12.0,3.0,12.0,60793.27974628844,6075,63,1,0,1,1,0.6100026664889007
ACC08594,0.4259685705985386,12.0,3.0,12.0,63631.29539509627,2535,424,1,0,1,1,0.6100026664889007
ACC07970,0.6034233150768669,12.0,3.0,12.0,59555.12904074178,4657,406,1,0,1,1,0.6100026664889007
ACC02262,0.38781495084098755,13.0,3.0,13.0,40250.35707556648,4657,406,0,0,1,0,0.6100023436035248
ACC02474,0.33671519685862017,13.0,3.0,13.0,43883.13445786832,6200,433,0,0,1,0,0.6100023436035248
ACC02575,0.34398416672831056,13.0,3.0,13.0,38125.89238018476,6870,959,0,0,1,0,0.6100023436035248
ACC01118,0.5062020131619748,13.0,3.0,13.0,43137.573063179225,5018,678,0,0,1,0,0.6100023436035248
ACC04231,0.6670709990482182,13.0,3.0,13.0,41509.463575657224,6870,959,0,0,1,0,0.6100023436035248
ACC04256,0.5296039365344071,13.0,3.0,13.0,44398.44983654294,6717,53,0,0,1,0,0.6100023436035248
ACC04797,0.39956338818103476,13.0,3.0,13.0,56411.06732383041,5615,410,0,0,1,0,0.6100023436035248
ACC00056,0.8700319976668548,13.0,3.0,13.0,50688.11535222778,8492,679,0,0,1,0,0.6100023436035248
ACC06737,0.6384436813938661,13.0,3.0,13.0,61403.0566816951,7356,726,0,0,1,0,0.6100023436035248
ACC08411,0.5755697539984798,13.0,3.0,13.0,63092.60654636738,7356,726,0,0,1,0,0.6100023436035248
ACC09046,0.9555016995035904,13.0,3.0,13.0,116100.02337521559,6803,545,0,0,1,0,0.6100023436035248
ACC03461,0.4401324317472302,13.0,3.0,13.0,56434.71126198134,8946,401,0,0,1,0,0.6100023436035248
ACC06785,1.6705175192102373,6.0,10.0,6.0,67116.9517047259,3668,708,1,2,1,0,0.6099921879882507
ACC07753,0.49896182463604305,7.0,5.0,7.0,30516.130720464378,6803,545,1,2,1,0,0.6091736105324557
ACC01703,1.649962528974054,18.0,11.0,18.0,140689.45346840436,3668,708,0,0,1,0,0.6091405468776938
ACC06233,0.8775530901187832,16.0,7.0,16.0,117247.41252363414,5073,591,0,0,1,0,0.6091330811703839
ACC06251,1.2782222526044482,16.0,7.0,16.0,171901.61476070364,8492,679,0,0,1,0,0.6091330811703839
ACC04259,0.740288831120284,16.0,7.0,16.0,77307.94709384129,5073,591,0,0,1,0,0.6091330811703839
ACC08972,1.1495132253880764,16.0,7.0,16.0,115286.51686534497,6803,545,0,0,1,0,0.6091330811703839
ACC08384,0.9257398257361567,15.0,7.0,15.0,87897.70007167904,6870,959,1,0,1,0,0.6088665287941457
ACC09210,0.7541586411217271,15.0,7.0,15.0,71915.83812953263,5018,678,1,0,1,0,0.6088665287941457
ACC05334,0.8692479927147493,15.0,7.0,15.0,130676.70155778012,3668,708,1,0,1,0,0.6088665287941457
ACC04528,0.7623497907332087,15.0,7.0,15.0,75234.08415750056,6870,959,1,0,1,0,0.6088665287941457
ACC07946,1.0369318193899095,4.0,9.0,4.0,66910.98817701376,5615,410,1,2,1,0,0.6084508883932006
ACC06141,1.2079066112987802,17.0,9.0,17.0,158956.65323618343,5018,678,0,0,1,0,0.6082718933887158
ACC05328,0.8049900773698371,10.0,1.0,10.0,30484.96200826837,3568,865,0,0,1,0,0.6068198345604945
ACC04514,0.21798532882079683,10.0,1.0,10.0,16515.55084300281,4657,406,0,0,1,0,0.6068198345604945
ACC04721,0.38271837251865365,10.0,1.0,10.0,42481.72748435058,6870,959,0,0,1,0,0.6068198345604945
ACC04760,0.24339176114214855,10.0,1.0,10.0,15452.367797269706,5018,678,0,0,1,0,0.6068198345604945
ACC02078,0.59284151268479,10.0,1.0,10.0,22530.960948595137,6200,433,0,0,1,0,0.6068198345604945
ACC00351,0.238049108135541,10.0,1.0,10.0,10075.284559646658,6803,545,0,0,1,0,0.6068198345604945
ACC08855,0.2483671342200578,10.0,1.0,10.0,11435.372973183672,7356,726,0,0,1,0,0.6068198345604945
ACC09051,0.2765641002807293,10.0,1.0,10.0,8318.117361035633,6870,959,0,0,1,0,0.6068198345604945
ACC09062,0.20311858916008288,10.0,1.0,10.0,5199.220735897379,7266,168,0,0,1,0,0.6068198345604945
ACC01536,0.3114268346923267,10.0,1.0,10.0,16321.884709660995,9101,344,0,0,1,0,0.6068198345604945
ACC01913,0.1823986399277546,10.0,1.0,10.0,5664.8547815857,7356,726,0,0,1,0,0.6068198345604945
ACC09644,0.22419978844739147,10.0,1.0,10.0,38243.56293286618,9101,344,0,0,1,0,0.6068198345604945
ACC06941,1.0425449340045694,15.0,6.0,15.0,141480.13526318152,5077,376,0,0,1,0,0.6053598638160088
ACC07251,0.5567514256745267,15.0,6.0,15.0,55283.110788343656,2535,424,0,0,1,0,0.6053598638160088
ACC07673,0.7797266127612831,15.0,6.0,15.0,69032.4023917029,9101,344,0,0,1,0,0.6053598638160088
ACC03542,1.1047494455822915,15.0,6.0,15.0,106434.13423396817,3668,708,0,0,1,0,0.6053598638160088
ACC09294,0.8381782211411976,14.0,6.0,14.0,84622.664714484,8492,679,1,0,1,0,0.6050029998500075
ACC02430,0.8843566751124383,14.0,6.0,14.0,76813.11570483392,3668,708,1,0,1,0,0.6050029998500075
ACC01689,0.7086578122710636,14.0,6.0,14.0,72412.75895912979,3568,865,1,0,1,0,0.6050029998500075
ACC06961,1.41157776744697,7.0,9.0,7.0,65612.97744239774,8946,401,1,2,1,0,0.6049929691894257
ACC04356,1.2967466460032369,12.0,9.0,12.0,85350.31121863588,5826,257,1,1,1,0,0.6042897957240131
ACC08627,1.4076449367577777,18.0,15.0,18.0,206948.79587906573,9101,344,1,0,1,0,0.6040936638283688
ACC07326,1.4758766687938831,17.0,15.0,17.0,199016.95430185867,3568,865,2,0,1,0,0.6037529295959502
ACC00620,1.317435779205135,17.0,10.0,17.0,199793.37816983435,6803,545,0,0,1,0,0.6034286693085441
ACC08001,1.128016554658762,16.0,8.0,16.0,95042.86770235086,8946,401,0,0,1,0,0.6033361109953752
ACC05635,0.7424351375664892,16.0,8.0,16.0,57733.51189196144,6870,959,0,0,1,0,0.6033361109953752
ACC07386,0.8955893467141279,16.0,10.0,16.0,136951.17644215756,3668,708,1,0,1,0,0.6030798815430175
ACC09547,1.4070741200404457,15.0,8.0,15.0,156889.63619348008,7356,726,1,0,1,0,0.6029378070518673
ACC03193,1.7689541937845925,15.0,8.0,15.0,188707.10897354357,6200,433,1,0,1,0,0.6029378070518673
ACC09610,1.1311787157505016,14.0,5.0,14.0,112358.49174419856,8492,679,0,0,1,0,0.6023711909899478
ACC05664,0.8066118415702425,14.0,5.0,14.0,101652.58029741619,3568,865,0,0,1,0,0.6023711909899478
ACC00139,1.8406936881420144,14.0,5.0,14.0,125417.59493882602,5073,591,0,0,1,0,0.6023711909899478
ACC00433,0.7492583145585342,14.0,5.0,14.0,121838.09592603972,3668,708,0,0,1,0,0.6023711909899478
ACC07272,1.1091255736559167,14.0,5.0,14.0,84015.04270309766,7266,168,0,0,1,0,0.6023711909899478
ACC07654,1.1883716356462286,14.0,5.0,14.0,134119.7600925425,3792,232,0,0,1,0,0.6023711909899478
ACC04815,0.7679331996176876,14.0,5.0,14.0,64909.1789660417,8492,679,0,0,1,0,0.6023711909899478
ACC08497,0.8484377074882398,14.0,5.0,14.0,94546.57176409123,3568,865,0,0,1,0,0.6023711909899478
ACC08511,1.1238633953023802,14.0,5.0,14.0,98691.29620755518,5826,257,0,0,1,0,0.6023711909899478
ACC01355,0.5476792195716542,14.0,5.0,14.0,41964.47168740104,5073,591,0,0,1,0,0.6023711909899478
ACC01606,1.4018775357292868,14.0,5.0,14.0,138962.29085274116,4657,406,0,0,1,0,0.6023711909899478
ACC01880,0.7233676334271728,14.0,5.0,14.0,96648.0802168909,5615,410,0,0,1,0,0.6023711909899478
ACC02224,1.3303530809643211,14.0,5.0,14.0,143769.9790978907,9101,344,0,0,1,0,0.6023711909899478
ACC03020,0.7359167767290812,14.0,5.0,14.0,73340.89932833826,3568,865,0,0,1,0,0.6023711909899478
ACC01715,1.1262457674315534,13.0,5.0,13.0,93680.0003389674,3568,865,1,0,1,0,0.6019475306927393
ACC01186,0.41558428683673715,11.0,2.0,11.0,42019.53073973948,3568,865,0,0,1,0,0.6017331359126221
ACC01296,0.25308910673686835,11.0,2.0,11.0,11262.581048744434,7266,168,0,0,1,0,0.6017331359126221
ACC01604,0.32045647954812645,11.0,2.0,11.0,28750.101016311855,3668,708,0,0,1,0,0.6017331359126221
ACC01682,0.3448804849315198,11.0,2.0,11.0,28314.14926944691,5073,591,0,0,1,0,0.6017331359126221
ACC01904,0.40087964550300476,11.0,2.0,11.0,39675.70002700729,4657,406,0,0,1,0,0.6017331359126221
ACC01946,0.41958043575475223,11.0,2.0,11.0,53982.458606587956,7356,726,0,0,1,0,0.6017331359126221
ACC02041,0.3008051520447082,11.0,2.0,11.0,36414.9595343743,6803,545,0,0,1,0,0.6017331359126221
ACC07818,0.34074696951629835,11.0,2.0,11.0,21928.967882231664,8946,401,0,0,1,0,0.6017331359126221
ACC07894,0.3852700886590738,11.0,2.0,11.0,36371.068726960715,4657,406,0,0,1,0,0.6017331359126221
ACC09404,0.4367776310512012,11.0,2.0,11.0,47866.40276999943,3568,865,0,0,1,0,0.6017331359126221
ACC09982,0.35987399126856573,11.0,2.0,11.0,25790.87668814084,7356,726,0,0,1,0,0.6017331359126221
ACC03143,0.4261570567567007,11.0,2.0,11.0,35848.49933506116,6870,959,0,0,1,0,0.6017331359126221
ACC06207,0.3793758637701078,11.0,2.0,11.0,31145.138889171216,5073,591,0,0,1,0,0.6017331359126221
ACC06624,0.2727831310832119,11.0,2.0,11.0,16517.956535923196,7356,726,0,0,1,0,0.6017331359126221
ACC06705,0.32160060535704454,11.0,2.0,11.0,23158.52900008283,1773,90,0,0,1,0,0.6017331359126221
ACC07036,0.2731397176981657,11.0,2.0,11.0,19883.0251743768,5018,678,0,0,1,0,0.6017331359126221
ACC00648,0.3991651030920645,11.0,2.0,11.0,47163.32742437059,6870,959,0,0,1,0,0.6017331359126221
ACC00812,0.29026780006593,11.0,2.0,11.0,23818.988957157908,3668,708,0,0,1,0,0.6017331359126221
ACC05822,0.44476184001275376,11.0,2.0,11.0,33118.489697733465,6870,959,0,0,1,0,0.6017331359126221
ACC05911,0.302218160325668,11.0,2.0,11.0,26059.68402135501,5018,678,0,0,1,0,0.6017331359126221
ACC03056,0.47398103673493047,11.0,2.0,11.0,24483.10549891957,3792,232,0,0,1,0,0.6017331359126221
ACC08281,0.5760285595852658,11.0,2.0,11.0,51563.74180495569,8946,401,0,0,1,0,0.6017331359126221
ACC08406,0.4407157460839853,11.0,2.0,11.0,44520.48102121561,6803,545,0,0,1,0,0.6017331359126221
ACC08913,0.4259128967121025,11.0,2.0,11.0,34397.88675783695,3568,865,0,0,1,0,0.6017331359126221
ACC03323,0.3493938592468324,10.0,2.0,10.0,23710.87739677938,7356,726,1,0,1,0,0.6016694442129823
ACC03449,0.4764746433226812,13.0,4.0,13.0,44490.03788348099,5018,678,0,0,1,0,0.6004439444738545
ACC08423,0.6061380683291697,13.0,4.0,13.0,54338.094677346395,3568,865,0,0,1,0,0.6004439444738545
ACC09153,0.46619946275886087,13.0,4.0,13.0,32024.425883646225,5826,257,0,0,1,0,0.6004439444738545
ACC01147,0.6965484010036159,13.0,4.0,13.0,100448.9640193314,3568,865,0,0,1,0,0.6004439444738545
ACC01251,0.9279617835316291,13.0,4.0,13.0,58224.33006429248,6870,959,0,0,1,0,0.6004439444738545
ACC07249,0.5877927120583017,13.0,4.0,13.0,51312.81789001266,3668,708,0,0,1,0,0.6004439444738545
ACC07276,0.4914918291371814,13.0,4.0,13.0,43997.23634213337,6075,63,0,0,1,0,0.6004439444738545
ACC07627,0.3737896724835586,13.0,4.0,13.0,34460.96078953526,6803,545,0,0,1,0,0.6004439444738545
ACC00909,0.7753804907805101,13.0,4.0,13.0,75162.00909789643,5018,678,0,0,1,0,0.6004439444738545
ACC00974,0.5858949856239103,13.0,4.0,13.0,53991.03102544013,1651,133,0,0,1,0,0.6004439444738545
ACC06153,0.49383807744920816,13.0,4.0,13.0,46916.76539580746,6870,959,0,0,1,0,0.6004439444738545
ACC06542,0.5414786013325906,13.0,4.0,13.0,53824.41017501527,4657,406,0,0,1,0,0.6004439444738545
ACC06728,0.9454715348649844,13.0,4.0,13.0,65181.55117043068,2535,424,0,0,1,0,0.6004439444738545
ACC02449,0.5088460370084643,13.0,4.0,13.0,38485.78148438121,6870,959,0,0,1,0,0.6004439444738545
ACC04402,0.616801868599412,13.0,4.0,13.0,102146.9889963824,2535,424,0,0,1,0,0.6004439444738545
ACC04562,0.4724153864645189,13.0,4.0,13.0,64230.7991245256,5018,678,0,0,1,0,0.6004439444738545
ACC05596,1.07878960528667,13.0,4.0,13.0,113108.01960880132,1453,312,0,0,1,0,0.6004439444738545
ACC00513,1.3329132323499153,8.0,8.0,8.0,89998.30200507242,8492,679,1,2,1,0,0.6000062496093994
ACC00530,1.067148936080889,10.0,6.0,10.0,96273.71387355973,5073,591,1,1,1,0,0.6000046872070495
ACC06767,0.5360306776852001,12.0,4.0,12.0,72998.58402125607,6870,959,1,0,1,0,0.6000031248046996
ACC02471,0.40331864993728445,12.0,4.0,12.0,40860.28174272114,8492,679,1,0,1,0,0.6000031248046996
ACC02092,0.4879304837179222,12.0,3.0,12.0,55737.87281304706,5018,678,0,0,1,0,0.6000026664889007
ACC02163,0.7045866872597782,12.0,3.0,12.0,45897.839301639906,3668,708,0,0,1,0,0.6000026664889007
ACC05217,0.3353553873971137,12.0,3.0,12.0,30954.056737516996,5615,410,0,0,1,0,0.6000026664889007
ACC05849,0.3715104911991761,12.0,3.0,12.0,54442.59782991016,5073,591,0,0,1,0,0.6000026664889007
ACC08824,0.38180060160201096,12.0,3.0,12.0,26739.531625627624,7356,726,0,0,1,0,0.6000026664889007
ACC09661,0.4271350926915695,12.0,3.0,12.0,57786.37207331136,5018,678,0,0,1,0,0.6000026664889007
ACC09730,0.7709908872673014,12.0,3.0,12.0,76770.49165402396,6200,433,0,0,1,0,0.6000026664889007
ACC03156,0.7102511262243193,12.0,3.0,12.0,51594.117887605105,3568,865,0,0,1,0,0.6000026664889007
ACC07279,0.5418698476471795,12.0,3.0,12.0,77543.21338742218,8946,401,0,0,1,0,0.6000026664889007
ACC08065,0.7282713307396147,12.0,3.0,12.0,50371.507650214495,8492,679,0,0,1,0,0.6000026664889007
ACC01106,0.49728372609840665,12.0,3.0,12.0,69842.61630319203,5018,678,0,0,1,0,0.6000026664889007
ACC01664,1.0426336402633478,12.0,3.0,12.0,61061.5372351141,3668,708,0,0,1,0,0.6000026664889007
ACC04105,0.5569833624590426,12.0,3.0,12.0,47284.66005598917,7356,726,0,0,1,0,0.6000026664889007
ACC00126,0.7857886956508742,12.0,3.0,12.0,64276.30467492,6870,959,0,0,1,0,0.6000026664889007
ACC00496,0.46147786791699824,12.0,3.0,12.0,40314.87491012601,7356,726,0,0,1,0,0.6000026664889007
ACC00965,0.8122590221347258,12.0,3.0,12.0,76174.92239218067,7356,726,0,0,1,0,0.6000026664889007
ACC09241,1.1122762304817675,11.0,3.0,11.0,93909.11428756526,8946,401,1,0,1,0,0.5996459181487036
ACC09918,0.3338752762858599,11.0,3.0,11.0,25583.102159615628,5077,376,1,0,1,0,0.5996459181487036
ACC01794,0.6198933617553848,11.0,3.0,11.0,33456.735072523006,5077,376,1,0,1,0,0.5996459181487036
ACC01477,0.8367183468272704,17.0,11.0,17.0,135604.00524856427,6870,959,0,0,1,0,0.5989313774508054
ACC03526,0.8275440379318463,17.0,11.0,17.0,127361.5823081599,3668,708,0,0,1,0,0.5989313774508054
ACC09274,1.3487646835758842,17.0,11.0,17.0,205212.7532759816,5018,678,0,0,1,0,0.5989313774508054
ACC01439,1.0985307751227378,15.0,7.0,15.0,121424.74861397549,5077,376,0,0,1,0,0.5988665287941457
ACC08345,1.0516955421316363,15.0,7.0,15.0,143522.20857096685,5018,678,0,0,1,0,0.5988665287941457
ACC08752,0.9571686574974363,15.0,7.0,15.0,98622.55497448513,6803,545,0,0,1,0,0.5988665287941457
ACC03055,0.9294316602520678,15.0,7.0,15.0,190069.41167591332,3568,865,0,0,1,0,0.5988665287941457
ACC00912,0.6390231566826223,15.0,7.0,15.0,102031.21334880222,5615,410,0,0,1,0,0.5988665287941457
ACC07998,1.4391509578455293,15.0,7.0,15.0,120929.71992794801,6200,433,0,0,1,0,0.5988665287941457
ACC03345,0.8258603062806861,15.0,7.0,15.0,108969.60683063183,7356,726,0,0,1,0,0.5988665287941457
ACC06427,1.2506589785005737,16.0,11.0,16.0,84667.95212815273,5073,591,1,0,1,0,0.5985215362393985
ACC06004,0.9233414625411849,14.0,7.0,14.0,130416.28938637447,8492,679,1,0,1,0,0.5983365077853435
ACC08357,1.8177297150382785,11.0,8.0,11.0,107761.54493108387,3792,232,1,1,1,0,0.5982939055839167
ACC08325,1.3876132204545295,16.0,9.0,16.0,156885.792087645,8492,679,0,0,1,0,0.5980028798848046
ACC05883,1.4756014045912869,16.0,9.0,16.0,174956.840132368,8946,401,0,0,1,0,0.5980028798848046
ACC07410,1.7755511260618393,16.0,9.0,16.0,143985.57404939583,8492,679,0,0,1,0,0.5980028798848046
ACC04106,1.0949658358469379,16.0,9.0,16.0,165277.91380827187,5073,591,0,0,1,0,0.5980028798848046
ACC04176,0.24039862621967104,9.0,1.0,9.0,11041.664255781747,6870,959,0,0,1,0,0.59750199980002
ACC04840,0.40335021091003603,9.0,1.0,9.0,43335.73085709919,1773,90,0,0,1,0,0.59750199980002
ACC04985,0.2955890115729891,9.0,1.0,9.0,18475.629012438778,3568,865,0,0,1,0,0.59750199980002
ACC05045,0.1900528904133446,9.0,1.0,9.0,10622.927133958865,5826,257,0,0,1,0,0.59750199980002
ACC08415,0.19780468212478894,9.0,1.0,9.0,10411.067942810929,3668,708,0,0,1,0,0.59750199980002
ACC08513,0.21505359099117435,9.0,1.0,9.0,13210.021594027237,8492,679,0,0,1,0,0.59750199980002
ACC08994,0.19352098560109104,9.0,1.0,9.0,18135.67853435013,5018,678,0,0,1,0,0.59750199980002
ACC09163,0.23786181095895456,9.0,1.0,9.0,13432.988318281465,6870,959,0,0,1,0,0.59750199980002
ACC00382,0.26060800538525974,9.0,1.0,9.0,16338.675778980572,6803,545,0,0,1,0,0.59750199980002
ACC09608,0.27639509089465514,9.0,1.0,9.0,17146.420305129246,7356,726,0,0,1,0,0.59750199980002
ACC09973,0.28367532328222345,9.0,1.0,9.0,11041.549266331278,6870,959,0,0,1,0,0.59750199980002
ACC09993,0.26919764564332765,9.0,1.0,9.0,13182.183782852797,8492,679,0,0,1,0,0.59750199980002
ACC01317,0.228694352123735,9.0,1.0,9.0,11421.984548762157,7356,726,0,0,1,0,0.59750199980002
ACC06324,0.28366833303776096,9.0,1.0,9.0,17122.454095275378,3038,126,0,0,1,0,0.59750199980002
ACC06496,0.46983309640113785,9.0,1.0,9.0,18322.038219523714,6200,433,0,0,1,0,0.59750199980002
ACC07049,0.26025228915881926,9.0,1.0,9.0,17104.194601994812,6717,53,0,0,1,0,0.59750199980002
